Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
17504.0,Davis & Precinct Line,Starbucks,11073-102866,(817)428-7059,CO,"8536 Davis Blvd, 300",8536 Davis Blvd,300,,North Richland Hills,TX,US,761828386,"(32.909740447998, -97.1886749267578)",32.90974044799805,-97.18867492675781,Central Standard Time,-300.0,GMT-06:00 America/Chicago,2013-12-08 22:41:59
16435.0,Safeway - Annandale #1588,Starbucks,74215-35040,703-941-3874,LS,7414 Little River Turnpike,7414 Little River Turnpike,,,Annandale,VA,US,220033013,"(38.8322448730469, -77.2010345458984)",38.832244873046875,-77.20103454589844,Eastern Standard Time,-240.0,GMT-05:00 America/New_York,2013-12-08 22:41:59
18620.0,Safeway - Chandler #1604,Starbucks,79796-111048,480-726-7776,LS,1159 W Chandler Blvd,1159 W Chandler Blvd,,,Chandler,AZ,US,852245202,"(33.3042373657227, -111.863159179688)",33.304237365722656,-111.8631591796875,US Mountain Standard Time,-420.0,GMT+000000 America/Phoenix,2013-12-08 22:41:59
15655.0,Westshore Plaza,Starbucks,8384-19164,813-287-1750,CO,225 Westshore Plaza,225 Westshore Plaza,,,Tampa,FL,US,336091810,"(27.9468784332275, -82.5266418457031)",27.94687843322754,-82.52664184570312,Eastern Standard Time,-240.0,GMT-05:00 America/New_York,2013-12-08 22:41:59
1011105.0,Target Hagerstown T-1257,Starbucks,25331-237509,0,LS,17213 Cole Rd,17213 Cole Rd,,,Hagerstown,MD,US,21740,"(39.619987487793, -77.7731094360352)",39.61998748779297,-77.77310943603516,Eastern Standard Time,-240.0,GMT-05:00 America/New_York,2014-11-25 05:00:00
16931.0,Safeway-Colorado Springs #1499,Starbucks,74157-17756,719-573-4890,LS,2890 N Powers Blvd,2890 N Powers Blvd,,,Colorado Springs,CO,US,809222800,"(38.8750801086426, -104.720138549805)",38.87508010864258,-104.72013854980469,Mountain Standard Time,-360.0,GMT-07:00 America/Denver,2013-12-08 22:41:59
14701.0,Hwy 1 & Tioga - Sand City,Starbucks,5569-1415,(831) 394-1236,CO,"2160 California Avenue, Ste A",2160 California Avenue,Ste A,,Sand City,CA,US,939553194,"(36.6222496032715, -121.844215393066)",36.622249603271484,-121.8442153930664,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
19381.0,Hwy 70 & Hwy 20 - Marysville,Starbucks,8798-154158,530-749-2009,CO,"904 E Street, D",904 E Street,D,,Marysville,CA,US,95901,"(39.1450157165527, -121.591651916504)",39.145015716552734,-121.5916519165039,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
15113.0,Vermont & Prospect,Starbucks,5794-19180,323-662-7705,CO,1700 N. Vermont Avenue,1700 N. Vermont Avenue,,,Los Angeles,CA,US,900274306,"(34.1019401550293, -118.291465759277)",34.1019401550293,-118.29146575927734,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
1006946.0,The Woodlands Mall,Starbucks,22275-178327,2812985031,CO,"1201 Lake Woodlands Drive, The Woodlands Mall",1201 Lake Woodlands Drive,,The Woodlands Mall,Houston,TX,US,77380,"(30.1644287109375, -95.4566955566406)",30.1644287109375,-95.45669555664062,Central Standard Time,-300.0,GMT-06:00 America/Chicago,2014-05-23 04:00:00
16306.0,Monument & McCormick,Starbucks,8537-52519,904-996-3664,CO,"2771 Monument Road, 41",2771 Monument Road,41,,Jacksonville,FL,US,322255549,"(30.360668182373, -81.5015029907227)",30.360668182373047,-81.50150299072266,Eastern Standard Time,-240.0,GMT-05:00 America/New_York,2013-12-08 22:41:59
16076.0,Glen Burnie Center,Starbucks,7330-1224,(410) 766-5719,CO,"4A Mountain Road, Southdale Shopping Center",4A Mountain Road,,Southdale Shopping Center,Glen Burnie,MD,US,210607974,"(39.1377563476563, -76.5980834960938)",39.13775634765625,-76.59808349609375,Eastern Standard Time,-240.0,GMT-05:00 America/New_York,2013-12-08 22:41:59
17799.0,"Panama & Stine, Bakersfield",Starbucks,10098-98998,661-831-2483,CO,"4741 Panama Lane, The Palms Dining & Shopping Center",4741 Panama Lane,,The Palms Dining & Shopping Center,Bakersfield,CA,US,933133490,"(35.2956275939941, -119.054992675781)",35.29562759399414,-119.05499267578125,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
35538.0,Target Norwalk T-1340,Starbucks,15586-142024,562-406-8870,LS,10600 Firestone Blvd,10600 Firestone Blvd,,,Norwalk,CA,US,906507410,"(33.9260864257813, -118.106735229492)",33.92608642578125,-118.10673522949219,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
17685.0,Burbank & Van Nuys,Starbucks,6630-71280,818-779-0347,CO,14431 Burbank Blvd,14431 Burbank Blvd,,,Van Nuys,CA,US,914014825,"(34.1724510192871, -118.447525024414)",34.17245101928711,-118.44752502441406,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
1006188.0,Target Rosemead T-1411,Starbucks,21249-210126,626-280-8040,LS,3600 Rosemead Boulevard,3600 Rosemead Boulevard,,,Rosemead,CA,US,91770,"(34.0745506286621, -118.072975158691)",34.07455062866211,-118.0729751586914,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
18134.0,"Gerald Ford & Cook, Palm Desert",Starbucks,10186-99141,760-341-3075,CO,"74836 Technology Drive,, 100, University Plaza","74836 Technology Drive,",100,University Plaza,Palm Desert,CA,US,922115801,"(33.7830505371094, -116.356460571289)",33.783050537109375,-116.35646057128906,Pacific Standard Time,-420.0,GMT-08:00 America/Los_Angeles,2013-12-08 22:41:59
